number,filename,sens,content,class
,互联网域名管理办法,17,域名根服务器运行机构、域名注册管理机构和域名注册服务机构的名称、住所、法定代表人等信息发生变更的，应当自变更之日起20日内向原发证机关办理变更手续。,运营者要求
,互联网域名管理办法,18,"在许可有效期内，域名根服务器运行机构、域名注册管理机构、域名注册服务机构拟终止相关服务的，应当提前30日书面通知用户，提出可行的善后处理方案，并向原发证机关提交书面申请。
　　原发证机关收到申请后，应当向社会公示30日。公示期结束60日内，原发证机关应当完成审查并做出决定。",运营者要求
,互联网域名管理办法,19,许可有效期届满需要继续从事域名服务的，应当提前90日向原发证机关申请延续；不再继续从事域名服务的，应当提前90日向原发证机关报告并做好善后工作。,运营者要求
,互联网域名管理办法,20,"域名注册服务机构委托域名注册代理机构开展市场销售等工作的，应当对域名注册代理机构的工作进行监督和管理。
　　域名注册代理机构受委托开展市场销售等工作的过程中，应当主动表明代理关系，并在域名注册服务合同中明示相关域名注册服务机构名称及代理关系。",运营者要求
,互联网域名管理办法,21,域名注册管理机构、域名注册服务机构应当在境内设立相应的应急备份系统并定期备份域名注册数据。,运营者要求
,互联网域名管理办法,22,"域名根服务器运行机构、域名注册管理机构、域名注册服务机构应当在其网站首页和经营场所显著位置标明其许可相关信息。域名注册管理机构还应当标明与其合作的域名注册服务机构名单。
　　域名注册代理机构应当在其网站首页和经营场所显著位置标明其代理的域名注册服务机构名称。",运营者要求
,互联网域名管理办法,23,域名根服务器运行机构、域名注册管理机构和域名注册服务机构应当向用户提供安全、方便、稳定的服务。,运营者要求
,互联网域名管理办法,24,域名注册管理机构应当根据本办法制定域名注册实施细则并向社会公开。,运营者要求
,互联网域名管理办法,25,"域名注册管理机构应当通过电信管理机构许可的域名注册服务机构开展域名注册服务。
　　域名注册服务机构应当按照电信管理机构许可的域名注册服务项目提供服务，不得为未经电信管理机构许可的域名注册管理机构提供域名注册服务。",运营者要求
,互联网域名管理办法,26,域名注册服务原则上实行“先申请先注册”，相应域名注册实施细则另有规定的，从其规定。,法规定义
,互联网域名管理办法,27,为维护国家利益和社会公众利益，域名注册管理机构应当建立域名注册保留字制度。,运营者要求
,互联网域名管理办法,28,"任何组织或者个人注册、使用的域名中，不得含有下列内容：
　　（一）反对宪法所确定的基本原则的
　　（二）危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的
　　（三）损害国家荣誉和利益的
　　（四）煽动民族仇恨、民族歧视，破坏民族团结的
　　（五）破坏国家宗教政策，宣扬邪教和封建迷信的
　　（六）散布谣言，扰乱社会秩序，破坏社会稳定的
　　（七）散布淫秽、色情、赌博、暴力、凶杀、恐怖或者教唆犯罪的
　　（八）侮辱或者诽谤他人，侵害他人合法权益的
　　（九）含有法律、行政法规禁止的其他内容的。
　　域名注册管理机构、域名注册服务机构不得为含有前款所列内容的域名提供服务。",运营者要求
,互联网域名管理办法,29,域名注册服务机构不得采用欺诈、胁迫等不正当手段要求他人注册域名。,运营者要求
,互联网域名管理办法,30,"域名注册服务机构提供域名注册服务，应当要求域名注册申请者提供域名持有者真实、准确、完整的身份信息等域名注册信息。
　　域名注册管理机构和域名注册服务机构应当对域名注册信息的真实性、完整性进行核验。
　　域名注册申请者提供的域名注册信息不准确、不完整的，域名注册服务机构应当要求其予以补正。申请者不补正或者提供不真实的域名注册信息的，域名注册服务机构不得为其提供域名注册服务。",运营者要求
,互联网域名管理办法,31,域名注册服务机构应当公布域名注册服务的内容、时限、费用，保证服务质量，提供域名注册信息的公共查询服务。,运营者要求
,互联网域名管理办法,32,域名注册管理机构、域名注册服务机构应当依法存储、保护用户个人信息。未经用户同意不得将用户个人信息提供给他人，但法律、行政法规另有规定的除外。,运营者要求
,互联网域名管理办法,33,"域名持有者的联系方式等信息发生变更的，应当在变更后30日内向域名注册服务机构办理域名注册信息变更手续。
　　域名持有者将域名转让给他人的，受让人应当遵守域名注册的相关要求。",运营者要求
,互联网域名管理办法,34,"域名持有者有权选择、变更域名注册服务机构。变更域名注册服务机构的，原域名注册服务机构应当配合域名持有者转移其域名注册相关信息。
　　无正当理由的，域名注册服务机构不得阻止域名持有者变更域名注册服务机构。
　　电信管理机构依法要求停止解析的域名，不得变更域名注册服务机构。",运营者要求
,互联网域名管理办法,35,"域名注册管理机构和域名注册服务机构应当设立投诉受理机制，并在其网站首页和经营场所显著位置公布投诉受理方式。
　　域名注册管理机构和域名注册服务机构应当及时处理投诉；不能及时处理的，应当说明理由和处理时限。",运营者要求
,互联网域名管理办法,36,提供域名解析服务，应当遵守有关法律、法规、标准，具备相应的技术、服务和网络与信息安全保障能力，落实网络与信息安全保障措施，依法记录并留存域名解析日志、维护日志和变更记录，保障解析服务质量和解析系统安全。涉及经营电信业务的，应当依法取得电信业务经营许可。,运营者要求
,互联网域名管理办法,37,"提供域名解析服务，不得擅自篡改解析信息。
　　任何组织或者个人不得恶意将域名解析指向他人的IP地址。",运营者要求
,互联网域名管理办法,38,提供域名解析服务，不得为含有本办法第二十八条第一款所列内容的域名提供域名跳转。,运营者要求
,互联网域名管理办法,39,从事互联网信息服务的，其使用域名应当符合法律法规和电信管理机构的有关规定，不得将域名用于实施违法行为。,运营者要求
,互联网域名管理办法,40,"域名注册管理机构、域名注册服务机构应当配合国家有关部门依法开展的检查工作，并按照电信管理机构的要求对存在违法行为的域名采取停止解析等处置措施。
　　域名注册管理机构、域名注册服务机构发现其提供服务的域名发布、传输法律和行政法规禁止发布或者传输的信息的，应当立即采取消除、停止解析等处置措施，防止信息扩散，保存有关记录，并向有关部门报告。",运营者要求
,互联网域名管理办法,41,"域名根服务器运行机构、域名注册管理机构和域名注册服务机构应当遵守国家相关法律、法规和标准，落实网络与信息安全保障措施，配置必要的网络通信应急设备，建立健全网络与信息安全监测技术手段和应急制度。域名系统出现网络与信息安全事件时，应当在24小时内向电信管理机构报告。
　　因国家安全和处置紧急事件的需要，域名根服务器运行机构、域名注册管理机构和域名注册服务机构应当服从电信管理机构的统一指挥与协调，遵守电信管理机构的管理要求。",运营者要求
,互联网域名管理办法,42,任何组织或者个人认为他人注册或者使用的域名侵害其合法权益的，可以向域名争议解决机构申请裁决或者依法向人民法院提起诉讼。,使用者要求
,互联网域名管理办法,43,"已注册的域名有下列情形之一的，域名注册服务机构应当予以注销，并通知域名持有者：
　　（一）域名持有者申请注销域名的；
　　（二）域名持有者提交虚假域名注册信息的；
　　（三）依据人民法院的判决、域名争议解决机构的裁决，应当注销的；
　　（四）法律、行政法规规定予以注销的其他情形。",运营者要求
,互联网域名管理办法,44,"电信管理机构应当加强对域名服务的监督检查。域名根服务器运行机构、域名注册管理机构、域名注册服务机构应当接受、配合电信管理机构的监督检查。
　　鼓励域名服务行业自律管理，鼓励公众监督域名服务。",运营者要求
,互联网域名管理办法,45,域名根服务器运行机构、域名注册管理机构、域名注册服务机构应当按照电信管理机构的要求，定期报送业务开展情况、安全运行情况、网络与信息安全责任落实情况、投诉和争议处理情况等信息。,运营者要求
,互联网域名管理办法,46,"电信管理机构实施监督检查时，应当对域名根服务器运行机构、域名注册管理机构和域名注册服务机构报送的材料进行审核，并对其执行法律法规和电信管理机构有关规定的情况进行检查。
　　电信管理机构可以委托第三方专业机构开展有关监督检查活动。",法规部署
,互联网域名管理办法,47,电信管理机构应当建立域名根服务器运行机构、域名注册管理机构和域名注册服务机构的信用记录制度，将其违反本办法并受到行政处罚的行为记入信用档案。,法规部署
,互联网域名管理办法,48,电信管理机构开展监督检查，不得妨碍域名根服务器运行机构、域名注册管理机构和域名注册服务机构正常的经营和服务活动，不得收取任何费用，不得泄露所知悉的域名注册信息。,法规部署
,互联网域名管理办法,49,违反本办法第九条规定，未经许可擅自设立域名根服务器及域名根服务器运行机构、域名注册管理机构、域名注册服务机构的，电信管理机构应当根据《中华人民共和国行政许可法》第八十一条的规定，采取措施予以制止，并视情节轻重，予以警告或者处一万元以上三万元以下罚款。,惩罚
,互联网域名管理办法,50,"违反本办法规定，域名注册管理机构或者域名注册服务机构有下列行为之一的，由电信管理机构依据职权责令限期改正，并视情节轻重，处一万元以上三万元以下罚款，向社会公告:
　　（一）为未经许可的域名注册管理机构提供域名注册服务,或者通过未经许可的域名注册服务机构开展域名注册服务的；
　　（二）未按照许可的域名注册服务项目提供服务的；
　　（三）未对域名注册信息的真实性、完整性进行核验的；
　　（四）无正当理由阻止域名持有者变更域名注册服务机构的。",惩罚
,互联网域名管理办法,51,"违反本办法规定，提供域名解析服务，有下列行为之一的，由电信管理机构责令限期改正，可以视情节轻重处一万元以上三万元以下罚款，向社会公告：
　　（一）擅自篡改域名解析信息或者恶意将域名解析指向他人IP地址的；
　　（二）为含有本办法第二十八条第一款所列内容的域名提供域名跳转的；
　　（三）未落实网络与信息安全保障措施的；
　　（四）未依法记录并留存域名解析日志、维护日志和变更记录的；
　　（五）未按照要求对存在违法行为的域名进行处置的。",惩罚
,互联网域名管理办法,52,"违反本办法第十七条、第十八条第一款、第二十一条、第二十二条、第二十八条第二款、第二十九条、第三十一条、第三十二条、第三十五条第一款、第四十条第二款、第四十一条规定的，由电信管理机构依据职权责令限期改正,可以并处一万元以上三万元以下罚款，向社会公告。",惩罚
,互联网域名管理办法,53,法律、行政法规对有关违法行为的处罚另有规定的，依照有关法律、行政法规的规定执行。,惩罚
,互联网域名管理办法,54,任何组织或者个人违反本办法第二十八条第一款规定注册、使用域名，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，由有关部门依法予以处罚。,惩罚
,互联网论坛社区服务管理规定 ,1,为规范互联网论坛社区服务，促进互联网论坛社区行业健康有序发展，保护公民、法人和其他组织的合法权益，维护国家安全和公共利益，根据《中华人民共和国网络安全法》《国务院关于授权国家互联网信息办公室负责互联网信息内容管理工作的通知》，制定本规定。,法规目的
,互联网论坛社区服务管理规定 ,2,在中华人民共和国境内从事互联网论坛社区服务，适用本规定。,法规部署
,互联网论坛社区服务管理规定 ,3,国家互联网信息办公室负责全国互联网论坛社区服务的监督管理执法工作。地方互联网信息办公室依据职责负责本行政区域内互联网论坛社区服务的监督管理执法工作。,法规部署
,互联网论坛社区服务管理规定 ,4,鼓励互联网论坛社区服务行业组织建立健全行业自律制度和行业准则，指导互联网论坛社区服务提供者建立健全服务规范，督促互联网论坛社区服务提供者依法提供服务、接受社会监督，提高互联网论坛社区服务从业人员的职业素养。,法规倡导
,互联网论坛社区服务管理规定 ,5,互联网论坛社区服务提供者应当落实主体责任，建立健全信息审核、公共信息实时巡查、应急处置及个人信息保护等信息安全管理制度，具有安全可控的防范措施，配备与服务规模相适应的专业人员，为有关部门依法履行职责提供必要的技术支持。,法规倡导
,互联网论坛社区服务管理规定 ,6,"互联网论坛社区服务提供者不得利用互联网论坛社区服务发布、传播法律法规和国家有关规定禁止的信息。
    互联网论坛社区服务提供者应当与用户签订协议，明确用户不得利用互联网论坛社区服务发布、传播法律法规和国家有关规定禁止的信息，情节严重的，服务提供者将封禁或者关闭有关账号、版块；明确论坛社区版块发起者、管理者应当履行与其权利相适应的义务，对违反法律规定和协议约定、履行责任义务不到位的，服务提供者应当依法依约限制或取消其管理权限，直至封禁或者关闭有关账号、版块。",运营者要求
,互联网论坛社区服务管理规定 ,7,互联网论坛社区服务提供者应当加强对其用户发布信息的管理，发现含有法律法规和国家有关规定禁止的信息的，应当立即停止传输该信息，采取消除等处置措施，保存有关记录，并及时向国家或者地方互联网信息办公室报告。,运营者要求
,互联网论坛社区服务管理规定 ,8,"互联网论坛社区服务提供者应当按照“后台实名、前台自愿”的原则，要求用户通过真实身份信息认证后注册账号，并对版块发起者和管理者实施真实身份信息备案、定期核验等。用户不提供真实身份信息的，互联网论坛社区服务提供者不得为其提供信息发布服务。
    互联网论坛社区服务提供者应当加强对注册用户虚拟身份信息、版块名称简介等的审核管理，不得出现法律法规和国家有关规定禁止的内容。
    互联网论坛社区服务提供者应当保护用户身份信息，不得泄露、篡改、毁损，不得非法出售或者非法向他人提供。",运营者要求
,互联网论坛社区服务管理规定 ,9,互联网论坛社区服务提供者及其从业人员，不得通过发布、转载、删除信息或者干预呈现结果等手段，谋取不正当利益。,运营者要求
,互联网论坛社区服务管理规定 ,10,互联网论坛社区服务提供者开展经营和服务活动，必须遵守法律法规，尊重社会公德，遵守商业道德，诚实信用，承担社会责任。,运营者要求
,互联网论坛社区服务管理规定 ,11,互联网论坛社区服务提供者应当建立健全公众投诉、举报制度，在显著位置公布投诉、举报方式，主动接受公众监督，及时处理公众投诉、举报。国家和地方互联网信息办公室依据职责，对举报受理落实情况进行监督检查。,运营者要求
,互联网论坛社区服务管理规定 ,12,互联网论坛社区服务提供者违反本规定的，由有关部门依照相关法律法规处理。,运营者要求
,互联网信息服务管理办法 ,1,为了规范互联网信息服务活动，促进互联网信息服务健康有序发展，制定本办法。,法规目的
,互联网信息服务管理办法 ,2,在中华人民共和国境内从事互联网信息服务活动，必须遵守本办法。,法规部署
,互联网信息服务管理办法 ,3,"互联网信息服务分为经营性和非经营性两类。
　　经营性互联网信息服务，是指通过互联网向上网用户有偿提供信息或者网页制作等服务活动。
　　非经营性互联网信息服务，是指通过互联网向上网用户无偿提供具有公开性、共享性信息的服务活动。",法规定义
,互联网信息服务管理办法 ,4,"国家对经营性互联网信息服务实行许可制度；对非经营性互联网信息服务实行备案制度。
　　未取得许可或者未履行备案手续的，不得从事互联网信息服务。",法规定义
,互联网信息服务管理办法 ,5,从事新闻、出版、教育、医疗保健、药品和医疗器械等互联网信息服务，依照法律、行政法规以及国家有关规定须经有关主管部门审核同意的，在申请经营许可或者履行备案手续前，应当依法经有关主管部门审核同意。,法规定义
,互联网信息服务管理办法 ,6,"从事经营性互联网信息服务，除应当符合《中华人民共和国电信条例》规定的要求外，还应当具备下列条件：
　　(一)有业务发展计划及相关技术方案；
　　(二)有健全的网络与信息安全保障措施，包括网站安全保障措施、信息安全保密管理制度、用户信息安全管理制度；
　　(三)服务项目属于本办法第五条规定范围的，已取得有关主管部门同意的文件。",运营者要求
,互联网信息服务管理办法 ,7,"从事经营性互联网信息服务，应当向省、自治区、直辖市电信管理机构或者国务院信息产业主管部门申请办理互联网信息服务增值电信业务经营许可证(以下简称经营许可证)。
　　省、自治区、直辖市电信管理机构或者国务院信息产业主管部门应当自收到申请之日起60日内审查完毕，作出批准或者不予批准的决定。予以批准的，颁发经营许可证；不予批准的，应当书面通知申请人并说明理由。
　　申请人取得经营许可证后，应当持经营许可证向企业登记机关办理登记手续。",法规部署
,互联网信息服务管理办法 ,8,"从事非经营性互联网信息服务，应当向省、自治区、直辖市电信管理机构或者国务院信息产业主管部门办理备案手续。办理备案时，应当提交下列材料：
　　(一)主办单位和网站负责人的基本情况；
　　(二)网站网址和服务项目；
　　(三)服务项目属于本办法第五条规定范围的，已取得有关主管部门的同意文件。
　　省、自治区、直辖市电信管理机构对备案材料齐全的，应当予以备案并编号。",运营者要求
,互联网信息服务管理办法 ,9,从事互联网信息服务，拟开办电子公告服务的，应当在申请经营性互联网信息服务许可或者办理非经营性互联网信息服务备案时，按照国家有关规定提出专项申请或者专项备案。,运营者要求
,互联网信息服务管理办法 ,10,省、自治区、直辖市电信管理机构和国务院信息产业主管部门应当公布取得经营许可证或者已履行备案手续的互联网信息服务提供者名单。,法规部署
,互联网信息服务管理办法 ,11,"互联网信息服务提供者应当按照经许可或者备案的项目提供服务，不得超出经许可或者备案的项目提供服务。
　　非经营性互联网信息服务提供者不得从事有偿服务。
　　互联网信息服务提供者变更服务项目、网站网址等事项的，应当提前30日向原审核、发证或者备案机关办理变更手续。",运营者要求
,互联网信息服务管理办法 ,12,互联网信息服务提供者应当在其网站主页的显著位置标明其经营许可证编号或者备案编号。,运营者要求
,互联网信息服务管理办法 ,13,互联网信息服务提供者应当向上网用户提供良好的服务，并保证所提供的信息内容合法。,运营者要求
,互联网信息服务管理办法 ,14,"从事新闻、出版以及电子公告等服务项目的互联网信息服务提供者，应当记录提供的信息内容及其发布时间、互联网地址或者域名；互联网接入服务提供者应当记录上网用户的上网时间、用户帐号、互联网地址或者域名、主叫电话号码等信息。
　　互联网信息服务提供者和互联网接入服务提供者的记录备份应当保存60日，并在国家有关机关依法查询时，予以提供。",运营者要求
,互联网信息服务管理办法 ,15,"互联网信息服务提供者不得制作、复制、发布、传播含有下列内容的信息：
　　(一)反对宪法所确定的基本原则的；
　　(二)危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的；
　　(三)损害国家荣誉和利益的；
　　(四)煽动民族仇恨、民族歧视，破坏民族团结的；
　　(五)破坏国家宗教政策，宣扬邪教和封建迷信的；
　　(六)散布谣言，扰乱社会秩序，破坏社会稳定的；
　　(七)散布淫秽、色情、赌博、暴力、凶杀、恐怖或者教唆犯罪的；
　　(八)侮辱或者诽谤他人，侵害他人合法权益的；
　　(九)含有法律、行政法规禁止的其他内容的。",运营者要求
,互联网信息服务管理办法 ,16,互联网信息服务提供者发现其网站传输的信息明显属于本办法第十五条所列内容之一的，应当立即停止传输，保存有关记录，并向国家有关机关报告。,运营者要求
,互联网信息服务管理办法 ,17,经营性互联网信息服务提供者申请在境内境外上市或者同外商合资、合作，应当事先经国务院信息产业主管部门审查同意；其中，外商投资的比例应当符合有关法律、行政法规的规定。,运营者要求
,互联网信息服务管理办法 ,18,"国务院信息产业主管部门和省、自治区、直辖市电信管理机构，依法对互联网信息服务实施监督管理。
　　新闻、出版、教育、卫生、药品监督管理、工商行政管理和公安、国家安全等有关主管部门，在各自职责范围内依法对互联网信息内容实施监督管理。",法规部署
,互联网信息服务管理办法 ,19,"违反本办法的规定，未取得经营许可证，擅自从事经营性互联网信息服务，或者超出许可的项目提供服务的，由省、自治区、直辖市电信管理机构责令限期改正，有违法所得的，没收违法所得，处违法所得3倍以上5倍以下的罚款；没有违法所得或者违法所得不足5万元的，处10万元以上100万元以下的罚款；情节严重的，责令关闭网站。
　　违反本办法的规定，未履行备案手续，擅自从事非经营性互联网信息服务，或者超出备案的项目提供服务的，由省、自治区、直辖市电信管理机构责令限期改正；拒不改正的，责令关闭网站。",惩罚
,互联网信息服务管理办法 ,20,制作、复制、发布、传播本办法第十五条所列内容之一的信息，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，由公安机关、国家安全机关依照《中华人民共和国治安管理处罚法》、《计算机信息网络国际联网安全保护管理办法》等有关法律、行政法规的规定予以处罚；对经营性互联网信息服务提供者，并由发证机关责令停业整顿直至吊销经营许可证，通知企业登记机关；对非经营性互联网信息服务提供者，并由备案机关责令暂时关闭网站直至关闭网站。,惩罚
,互联网信息服务管理办法 ,21,未履行本办法第十四条规定的义务的，由省、自治区、直辖市电信管理机构责令改正；情节严重的，责令停业整顿或者暂时关闭网站。,惩罚
,互联网信息服务管理办法 ,22,违反本办法的规定，未在其网站主页上标明其经营许可证编号或者备案编号的，由省、自治区、直辖市电信管理机构责令改正，处5000元以上5万元以下的罚款。,惩罚
,互联网信息服务管理办法 ,23,违反本办法第十六条规定的义务的，由省、自治区、直辖市电信管理机构责令改正；情节严重的，对经营性互联网信息服务提供者，并由发证机关吊销经营许可证，对非经营性互联网信息服务提供者，并由备案机关责令关闭网站。,惩罚
,互联网信息服务管理办法 ,24,互联网信息服务提供者在其业务活动中，违反其他法律、法规的，由新闻、出版、教育、卫生、药品监督管理和工商行政管理等有关主管部门依照有关法律、法规的规定处罚。,惩罚
,互联网信息服务管理办法 ,25,电信管理机构和其他有关主管部门及其工作人员，玩忽职守、滥用职权、徇私舞弊，疏于对互联网信息服务的监督管理，造成严重后果，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，对直接负责的主管人员和其他直接责任人员依法给予降级、撤职直至开除的行政处分。,惩罚
,互联网信息搜索服务管理规定,1,为规范互联网信息搜索服务，促进互联网信息搜索行业健康有序发展，保护公民、法人和其他组织的合法权益，维护国家安全和公共利益，根据《全国人民代表大会常务委员会关于加强网络信息保护的决定》和《国务院关于授权国家互联网信息办公室负责互联网信息内容管理工作的通知》，制定本规定。,法规目的
,互联网信息搜索服务管理规定,2,在中华人民共和国境内从事互联网信息搜索服务，适用本规定。,法规部署
,互联网信息搜索服务管理规定,3,国家互联网信息办公室负责全国互联网信息搜索服务的监督管理执法工作。地方互联网信息办公室依据职责负责本行政区域内互联网信息搜索服务的监督管理执法工作。,法规部署
,互联网信息搜索服务管理规定,4,互联网信息搜索服务行业组织应当建立健全行业自律制度和行业准则，指导互联网信息搜索服务提供者建立健全服务规范，督促互联网信息搜索服务提供者依法提供服务、接受社会监督，提高互联网信息搜索服务从业人员的职业素养。,法规倡议
,互联网信息搜索服务管理规定,,互联网信息搜索服务提供者应当取得法律法规规定的相关资质。,运营者要求
,互联网信息搜索服务管理规定,5,互联网信息搜索服务提供者应当落实主体责任，建立健全信息审核、公共信息实时巡查、应急处置及个人信息保护等信息安全管理制度，具有安全可控的防范措施，为有关部门依法履行职责提供必要的技术支持。,运营者要求
,互联网信息搜索服务管理规定,6,互联网信息搜索服务提供者不得以链接、摘要、快照、联想词、相关搜索、相关推荐等形式提供含有法律法规禁止的信息内容。,运营者要求
,互联网信息搜索服务管理规定,7,互联网信息搜索服务提供者提供服务过程中发现搜索结果明显含有法律法规禁止内容的信息、网站及应用，应当停止提供相关搜索结果，保存有关记录，并及时向国家或者地方互联网信息办公室报告。,运营者要求
,互联网信息搜索服务管理规定,8,互联网信息搜索服务提供者及其从业人员，不得通过断开相关链接或者提供含有虚假信息的搜索结果等手段，牟取不正当利益。,运营者要求
,互联网信息搜索服务管理规定,9,互联网信息搜索服务提供者应当提供客观、公正、权威的搜索结果，不得损害国家利益、公共利益，以及公民、法人和其他组织的合法权益。,运营者要求
,互联网信息搜索服务管理规定,10,"互联网信息搜索服务提供者提供付费搜索信息服务，应当依法查验客户有关资质，明确付费搜索信息页面比例上限，醒目区分自然搜索结果与付费搜索信息，对付费搜索信息逐条加注显著标识。
    互联网信息搜索服务提供者提供商业广告信息服务，应当遵守相关法律法规。",运营者要求
,互联网信息搜索服务管理规定,11,互联网信息搜索服务提供者应当建立健全公众投诉、举报和用户权益保护制度，在显著位置公布投诉、举报方式，主动接受公众监督，及时处理公众投诉、举报，依法承担对用户权益造成损害的赔偿责任。,运营者要求
,非经营性互联网信息服务备案管理办法,1,为规范非经营性互联网信息服务备案及备案管理，促进互联网信息服务业的健康发展，根据《互联网信息服务管理办法》、《中华人民共和国电信条例》及其他相关法律、行政法规的规定，制定本办法。,法规目的
,非经营性互联网信息服务备案管理办法,2,在中华人民共和国境内提供非经营性互联网信息服务，履行备案手续，实施备案管理，适用本办法。,法规部署
,非经营性互联网信息服务备案管理办法,3,"中华人民共和国信息产业部（以下简称“信息产业部”）对全国非经营性互联网信息服务备案管理工作进行监督指导，省、自治区、直辖市通信管理局（以下简称“省通信管理局”）具体实施非经营性互联网信息服务的备案管理工作。
拟从事非经营性互联网信息服务的，应当向其住所所在地省通信管理局履行备案手续。",法规部署
,非经营性互联网信息服务备案管理办法,4,"省通信管理局在备案管理中应当遵循公开、公平、公正的原则，提供便民、优质、高效的服务。
非经营性互联网信息服务提供者从事非经营性互联网信息服务时，应当遵守国家的有关规定，接受有关部门依法实施的监督管理。",法规倡议
,非经营性互联网信息服务备案管理办法,5,"在中华人民共和国境内提供非经营性互联网信息服务，应当依法履行备案手续。
未经备案，不得在中华人民共和国境内从事非经营性互联网信息服务。
本办法所称在中华人民共和国境内提供非经营性互联网信息服务，是指在中华人民共和国境内的组织或个人利用通过互联网域名访问的网站或者利用仅能通过互联网IP地址访问的网站，提供非经营性互联网信息服务。",法规定义
,非经营性互联网信息服务备案管理办法,6,省通信管理局通过信息产业部备案管理系统，采用网上备案方式进行备案管理。,法规部署
,非经营性互联网信息服务备案管理办法,7,"拟从事非经营性互联网信息服务的，应当通过信息产业部备案管理系统如实填报《非经营性互联网信息服务备案登记表》（以下简称“《备案登记表》”，格式见本办法附录），履行备案手续。
信息产业部根据实际情况，对《备案登记表》进行调整和公布。",法规部署
,非经营性互联网信息服务备案管理办法,8,拟通过接入经营性互联网络从事非经营性互联网信息服务的，可以委托因特网接入服务业务经营者、因特网数据中心业务经营者和以其他方式为其网站提供接入服务的电信业务经营者代为履行备案、备案变更、备案注销等手续。,法规部署
,非经营性互联网信息服务备案管理办法,9,拟通过接入中国教育和科研计算机网、中国科学技术网、中国国际经济贸易互联网、中国长城互联网等公益性互联网络从事非经营性互联网信息服务的，可以由为其网站提供互联网接入服务的公益性互联网络单位代为履行备案、备案变更、备案注销等手续。 ,运营者要求
,非经营性互联网信息服务备案管理办法,10,因特网接入服务业务经营者、因特网数据中心业务经营者以及以其他方式为网站提供接入服务的电信业务经营者和公益性互联网络单位（以下统称“互联网接入服务提供者”）不得在已知或应知拟从事非经营性互联网信息服务的组织或者个人的备案信息不真实的情况下，为其代为履行备案、备案变更、备案注销等手续。,运营者要求
,非经营性互联网信息服务备案管理办法,11,"拟从事新闻、出版、教育、医疗保健、药品和医疗器械、文化、广播电影电视节目等互联网信息服务，根据法律、行政法规以及国家有关规定应经有关主管部门审核同意的，在履行备案手续时，还应向其住所所在地省通信管理局提交相关主管部门审核同意的文件。
拟从事电子公告服务的，在履行备案手续时，还应当向其住所所在地省通信管理局提交电子公告服务专项备案材料。",运营者要求
,非经营性互联网信息服务备案管理办法,12,省通信管理局在收到备案人提交的备案材料后，材料齐全的，应在二十个工作日内予以备案，向其发放备案电子验证标识和备案编号，并通过信息产业部备案管理系统向社会公布有关备案信息；材料不齐全的，不予备案，在二十个工作日内通知备案人并说明理由。,法规部署
,非经营性互联网信息服务备案管理办法,13,"非经营性互联网信息服务提供者应当在其网站开通时在主页底部的中央位置标明其备案编号，并在备案编号下方按要求链接信息产业部备案管理系统网址，供公众查询核对。
非经营性互联网信息服务提供者应当在其网站开通时，按照信息产业部备案管理系统的要求，将备案电子验证标识放置在其网站的指定目录下。",运营者要求
,非经营性互联网信息服务备案管理办法,14,非经营性互联网信息服务提供者在备案有效期内需要变更其《备案登记表》中填报的信息的，应当提前三十日登陆信息产业部备案系统向原备案机关履行备案变更手续。,运营者要求
,非经营性互联网信息服务备案管理办法,15,非经营性互联网信息服务提供者在备案有效期内需要终止提供服务的，应当在服务终止之日登陆信息产业部备案系统向原备案机关履行备案注销手续。,运营者要求
,非经营性互联网信息服务备案管理办法,16,"非经营性互联网信息服务提供者应当保证所提供的信息内容合法。
本办法所称非经营性互联网信息服务提供者提供的信息内容，是指互联网信息服务提供者的网站的互联网域名或IP地址下所包括的信息内容。",运营者要求
,非经营性互联网信息服务备案管理办法,17,省通信管理局应当建立信誉管理、社会监督、情况调查等管理机制，对非经营性互联网信息服务活动实施监督管理。,法规部署
,非经营性互联网信息服务备案管理办法,18,"互联网接入服务提供者不得为未经备案的组织或者个人从事非经营性互联网信息服务提供互联网接入服务。
对被省通信管理局处以暂时关闭网站或关闭网站处罚的非经营性互联网信息服务提供者或者非法从事非经营性互联网信息服务的组织或者个人，互联网接入服务提供者应立即暂停或终止向其提供互联网接入服务。",运营者要求
,非经营性互联网信息服务备案管理办法,19,"互联网接入服务提供者应当记录其接入的非经营性互联网信息服务提供者的备案信息。
互联网接入服务提供者应当依照国家有关规定做好用户信息动态管理、记录留存、有害信息报告等网络信息安全管理工作，根据信息产业部和省通信管理局的要求对所接入用户进行监督。",运营者要求
,非经营性互联网信息服务备案管理办法,20,"省通信管理局依法对非经营性互联网信息服务备案实行年度审核。
省通信管理局通过信息产业部备案管理系统，采用网上方式进行年度审核。",法规部署
,非经营性互联网信息服务备案管理办法,21, 非经营性互联网信息服务提供者应当在每年规定时间登陆信息产业部备案管理系统，履行年度审核手续。,运营者要求
